date,actual,mean,naive,seasonal_naive_daily,seasonal_naive_weekly,drift,feature_model,sarimax,chronos
2016-05-13 19:00:00,208.33333333333337,97.46163394267658,348.3333333333333,123.33333333333331,126.66666666666669,348.432667343944,180.64011904430532,204.18752455698947,124.87346
2016-05-13 20:00:00,120.0,97.46163394267658,348.3333333333333,100.0,116.66666666666669,348.53200135455467,187.49587295632227,167.14979834415388,109.13598
2016-05-13 21:00:00,63.333333333333336,97.46163394267658,348.3333333333333,71.66666666666667,71.66666666666667,348.63133536516534,194.53639594887755,122.88594770262196,75.950424
2016-05-13 22:00:00,55.0,97.46163394267658,348.3333333333333,60.0,53.333333333333336,348.730669375776,107.99489981029154,80.21638115753152,61.581432
2016-05-13 23:00:00,61.666666666666664,97.46163394267658,348.3333333333333,56.666666666666664,58.333333333333336,348.8300033863867,70.46789817360036,70.66890786004998,56.791763
2016-05-14 00:00:00,58.333333333333336,97.46163394267658,348.3333333333333,55.0,51.666666666666664,348.92933739699737,68.7180308118419,55.41764578462339,56.791763
2016-05-14 01:00:00,63.333333333333336,97.46163394267658,348.3333333333333,53.333333333333336,56.666666666666664,349.02867140760804,55.581682563851736,49.41532639972512,56.791763
2016-05-14 02:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,53.333333333333336,349.1280054182187,47.113694219497305,52.38602129061721,57.476
2016-05-14 03:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,55.0,349.2273394288294,49.89769804596964,42.76502788698989,56.791763
2016-05-14 04:00:00,60.0,97.46163394267658,348.3333333333333,50.0,55.0,349.32667343944007,50.07163899534864,57.74399208398205,56.791763
2016-05-14 05:00:00,56.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,51.666666666666664,349.4260074500508,58.1869320893555,55.15320395900666,58.16024
2016-05-14 06:00:00,63.333333333333336,97.46163394267658,348.3333333333333,146.66666666666666,53.333333333333336,349.5253414606615,82.1779386504815,75.97699362677585,66.02898
2016-05-14 07:00:00,113.33333333333331,97.46163394267658,348.3333333333333,176.66666666666666,148.33333333333334,349.62467547127216,136.79695765499935,94.64674833601018,57.476
2016-05-14 08:00:00,133.33333333333334,97.46163394267658,348.3333333333333,338.3333333333333,121.66666666666669,349.72400948188283,147.03930658008647,112.93420101190227,65.00262
2016-05-14 09:00:00,118.33333333333331,97.46163394267658,348.3333333333333,93.33333333333331,153.33333333333334,349.8233434924935,153.98348239744234,102.91293694407094,68.081696
2016-05-14 10:00:00,158.33333333333334,97.46163394267658,348.3333333333333,73.33333333333333,178.33333333333334,349.9226775031042,186.82852072653608,105.02895012713518,66.71321
2016-05-14 11:00:00,96.66666666666669,97.46163394267658,348.3333333333333,355.0,161.66666666666666,350.02201151371486,179.9980490183665,118.12108231236002,75.950424
2016-05-14 12:00:00,116.66666666666669,97.46163394267658,348.3333333333333,301.6666666666667,86.66666666666667,350.12134552432553,155.89377379012203,102.66514217306178,74.92408
2016-05-14 13:00:00,113.33333333333331,97.46163394267658,348.3333333333333,268.3333333333333,75.0,350.2206795349362,129.7924542054734,110.15411661691884,74.92407
2016-05-14 14:00:00,106.66666666666669,97.46163394267658,348.3333333333333,318.3333333333333,88.33333333333333,350.3200135455469,118.01091551990608,95.64428297653784,70.134415
2016-05-14 15:00:00,130.0,97.46163394267658,348.3333333333333,201.66666666666663,103.33333333333331,350.41934755615756,127.89994885206812,100.38335106815995,84.161285
2016-05-14 16:00:00,111.66666666666669,97.46163394267658,348.3333333333333,351.6666666666667,91.66666666666669,350.51868156676824,185.1553373485941,127.16090042817196,82.45069
2016-05-14 17:00:00,241.66666666666663,97.46163394267658,348.3333333333333,231.66666666666663,83.33333333333333,350.6180155773789,188.681845126432,181.1926365035088,104.004196
2016-05-14 18:00:00,166.66666666666666,97.46163394267658,348.3333333333333,348.3333333333333,285.0,350.7173495879896,217.81333522232237,182.4475383121615,105.372665
