date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11 17:00:00,55.0,35.0,19.89,46.50277777777779,19.2,44.62652777777779,19.79,44.89777777777777,18.932777777777783,45.73875,17.166666666666682,55.116666666666674,6.586666666666666,84.26,17.177777777777766,41.4,18.150000000000002,48.71055555555555,17.016666666666666,45.446666666666665,6.308333333333334,733.75,92.0,6.166666666666667,53.416666666666664,5.05,26.823044434422627,26.823044434422627
2016-01-11 18:00:00,176.66666666666666,51.666666666666664,19.8977777777778,45.879027777777786,19.2688888888889,44.43888888888889,19.77,44.86333333333334,18.908333333333335,46.06666666666666,17.111111111111118,54.97777777777778,6.179999999999999,87.20444444444445,17.229583333333334,42.04680555555555,18.094444444444452,48.59722222222222,16.981666666666666,45.29,5.941666666666666,734.2666666666668,91.58333333333333,5.416666666666667,40.0,4.658333333333333,22.32420585739116,22.32420585739116
2016-01-11 19:00:00,173.33333333333334,25.0,20.495555555555566,52.80555555555555,19.925555555555565,46.06166666666667,20.052222222222216,47.227361111111115,18.969444444444452,47.815555555555555,17.136111111111116,55.8698611111111,5.8573611111111115,88.1313888888889,17.849999999999984,45.01777777777778,18.156111111111116,49.21333333333333,16.902222222222218,45.3113888888889,6.0,734.7916666666666,89.75,6.0,40.0,4.391666666666667,33.734931917085,33.734931917085
2016-01-11 20:00:00,125.0,35.0,20.961111111111098,48.45333333333332,20.25111111111112,45.632638888888884,20.2138888888889,47.26888888888888,19.190833333333316,49.22791666666669,17.615555555555567,74.02777777777779,5.469444444444444,86.93388888888889,17.632222222222218,42.91999999999998,18.773333333333333,50.19555555555555,16.89,45.118888888888904,6.0,735.2833333333333,87.58333333333333,6.0,40.0,4.016666666666667,25.679641793249175,25.679641793249175
2016-01-11 21:00:00,103.33333333333333,23.333333333333332,21.311666666666667,45.76833333333334,20.587777777777784,44.9611111111111,20.373333333333335,46.164444444444435,19.425555555555565,47.91888888888888,18.427222222222234,69.03777777777778,5.578888888888888,86.12944444444445,17.863611111111116,43.61833333333333,19.153333333333332,49.54222222222222,16.89,44.80777777777778,5.833333333333333,735.5666666666666,87.41666666666667,6.0,40.0,3.8166666666666664,18.82627411590268,18.82627411590268
2016-01-11 22:00:00,266.6666666666667,21.666666666666668,21.57222222222222,44.663333333333355,20.905555555555548,44.11888888888887,20.469444444444452,45.82944444444443,20.108888888888917,47.50666666666667,19.11291666666665,53.129305555555554,5.830000000000001,85.2563888888889,17.775,42.94444444444445,19.342777777777783,49.01666666666665,16.85666666666665,44.52763888888888,5.7250000000000005,736.0083333333333,87.58333333333333,6.416666666666667,40.0,3.7416666666666667,27.143707551294938,27.143707551294938
2016-01-11 23:00:00,56.666666666666664,18.333333333333332,21.531666666666666,44.271111111111104,20.93444444444445,43.7125,20.317916666666665,45.69583333333333,20.909722222222218,46.55125,19.275,50.92333333333332,5.738888888888888,86.43888888888891,17.7,43.24111111111112,19.38444444444445,50.272222222222204,16.89,45.24111111111112,5.6499999999999995,736.5500000000001,89.08333333333333,6.583333333333333,32.5,3.9250000000000003,29.209794585282605,29.209794585282605
2016-01-12 00:00:00,141.66666666666666,16.666666666666668,21.266111111111115,44.96055555555557,20.637222222222217,44.01833333333334,20.14444444444445,45.54222222222222,20.51444444444445,47.11277777777777,19.155555555555566,50.396111111111104,5.463333333333334,89.10722222222222,17.755,44.58999999999998,19.396666666666665,51.69555555555555,16.89,45.875,5.216666666666667,737.15,92.0,6.0,29.5,4.016666666666667,26.29671794323561,26.29671794323561
2016-01-12 01:00:00,168.33333333333334,8.333333333333334,20.963611111111117,45.61319444444445,20.333333333333332,44.27333333333333,20.133333333333336,45.54,21.50555555555555,46.94666666666669,18.969444444444452,50.07611111111112,4.810000000000001,91.04499999999997,17.79,45.728611111111114,19.279999999999998,53.24777777777777,16.89,46.307777777777765,5.141666666666667,737.8333333333334,92.0,5.583333333333333,40.0,3.9416666666666664,28.723073153135676,28.723073153135676
2016-01-12 02:00:00,45.0,0.0,20.69666666666667,46.19777777777779,20.066666666666666,44.50333333333333,20.170833333333334,45.45416666666667,21.143055555555566,45.905555555555544,18.813333333333333,50.122083333333336,4.250555555555555,92.69,17.84555555555555,46.01888888888888,19.192638888888883,54.86819444444445,16.975555555555548,47.26333333333333,5.033333333333333,738.5500000000001,92.0,4.583333333333333,40.0,3.8333333333333335,17.282387010830764,17.282387010830764
